VPN,Cond,Ecc,VideoID,EccCut,RT
14,2,3,59,16.02,0.18
14,2,3,78,8.66,0.51
14,2,3,14,7.71,0.55
14,2,3,59,1.36,0.38
14,2,3,75,18.35,0.92
14,2,3,19,0.21,0.36
14,2,3,18,2.02,0.30
14,2,3,14,3.40,0.65
14,2,3,75,10.66,0.61
14,2,4,122,6.93,0.83
14,2,4,21,6.48,
14,2,4,22,1.05,1.14
14,2,4,121,1.26,0.83
14,2,4,120,18.23,0.72
14,2,4,117,8.58,0.44
14,2,4,122,12.23,0.76
14,2,4,121,7.09,0.75
14,2,4,123,14.89,0.51
14,2,4,22,9.87,0.77
14,2,4,123,17.60,
14,2,4,117,12.33,0.61
14,2,4,120,14.33,0.89
15,1,1,100,0.65,0.11
15,1,1,100,1.83,0.44
15,1,1,69,0.10,0.58
15,1,1,70,0.83,
15,1,1,61,0.42,0.72
15,1,1,34,1.54,-0.05
15,1,1,70,0.89,0.82
15,1,1,69,1.45,0.55
15,1,1,61,4.97,0.57
15,1,1,73,10.10,0.68
15,1,1,2,2.49,0.65
15,1,2,44,6.12,0.48
15,1,2,88,4.87,0.55
15,1,2,105,2.34,0.53
15,1,2,45,15.56,1.27
15,1,2,38,1.38,0.64
15,1,2,88,0.97,
15,1,2,45,1.77,
15,1,2,105,7.46,0.43
15,1,2,92,1.35,
15,1,2,44,0.74,0.48
15,1,2,38,2.02,0.54
15,1,3,52,3.33,
15,1,3,52,8.88,0.55
15,1,3,80,3.76,0.61
15,1,3,78,7.91,
15,1,3,15,0.77,0.87
15,1,3,19,2.61,-0.92
15,1,3,84,9.87,0.33
15,1,3,84,11.42,0.35
15,1,3,59,3.17,0.28
15,1,3,78,0.78,0.81
15,1,3,14,0.31,0.85
15,1,3,59,0.47,0.35
15,1,3,75,11.18,1.06
15,1,3,19,1.58,0.16
15,1,3,18,2.06,0.26
15,1,3,14,1.68,0.68
15,1,3,75,5.34,0.71
15,1,4,21,11.12,0.52
15,1,4,122,5.86,0.76
15,1,4,21,1.91,0.53
15,1,4,22,4.41,1.24
15,1,4,121,1.22,0.67
15,1,4,120,0.24,0.82
15,1,4,117,2.57,0.57
15,1,4,122,6.75,0.66
15,1,4,121,13.55,0.72
15,1,4,123,3.57,
15,1,4,22,0.42,0.97
15,1,4,123,0.90,0.81
15,1,4,117,6.36,0.71
15,1,4,120,8.04,0.92
15,2,1,34,0.35,
15,2,1,73,1.75,0.70
15,2,1,2,0.37,0.85
15,2,1,100,1.71,-0.23
15,2,1,100,0.79,0.44
15,2,1,70,2.49,
15,2,1,61,10.20,0.52
15,2,1,34,0.69,-0.05
15,2,1,70,5.37,0.92
15,2,1,69,2.23,0.59
15,2,1,61,6.78,0.54
15,2,1,73,8.69,0.81
15,2,1,2,1.12,0.82
15,2,2,92,1.25,0.76
15,2,2,44,2.96,0.41
15,2,2,88,0.46,0.62
15,2,2,45,4.86,1.87
15,2,2,88,7.30,
15,2,2,45,5.77,
15,2,2,105,2.93,0.40
15,2,2,92,6.28,
15,2,2,44,4.26,0.68
15,2,2,38,1.41,0.51
15,2,3,52,1.15,0.77
15,2,3,18,3.17,
15,2,3,15,0.69,1.34
15,2,3,80,3.17,
15,2,3,52,5.22,0.72
15,2,3,80,11.08,0.81
15,2,3,78,6.41,0.76
15,2,3,15,1.92,0.90
15,2,3,19,1.19,
15,2,3,84,12.72,0.53
15,2,3,59,0.89,0.48
15,2,3,78,3.10,0.78
15,2,3,14,5.55,0.92
15,2,3,59,2.32,0.65
15,2,3,75,0.49,1.06
15,2,3,19,3.37,
15,2,3,18,5.29,0.20
15,2,3,14,2.26,0.98
15,2,3,75,3.90,0.97
15,2,4,122,5.46,1.00
15,2,4,21,8.58,0.67
15,2,4,22,11.49,1.20
15,2,4,121,19.57,0.93
15,2,4,120,6.30,0.66
15,2,4,117,7.07,0.61
15,2,4,122,1.42,0.86
15,2,4,121,14.73,0.82
15,2,4,123,3.28,
15,2,4,22,17.63,0.73
15,2,4,123,8.01,0.81
15,2,4,117,11.34,0.57
15,2,4,120,9.44,0.82
16,1,1,100,11.96,0.27
16,1,1,100,6.22,0.02
16,1,1,70,2.47,0.82
16,1,1,34,0.50,-0.22
16,1,1,70,4.94,0.85
16,1,1,69,0.45,0.50
16,1,1,61,13.17,0.62
16,1,1,73,7.67,1.13
16,1,1,2,10.24,0.80
16,1,2,44,3.46,0.31
16,1,2,88,7.14,0.55
16,1,2,105,2.22,0.11
16,1,2,45,8.79,1.91
16,1,2,38,5.74,0.41
16,1,2,88,0.24,0.59
16,1,2,45,2.89,1.84
16,1,2,105,3.02,0.23
16,1,2,92,11.77,0.56
16,1,2,44,4.62,0.18
16,1,2,38,10.03,0.27
16,1,3,52,14.45,0.05
16,1,3,80,17.99,0.68
16,1,3,78,2.85,0.40
16,1,3,15,1.93,1.42
16,1,3,19,5.42,0.66
16,1,3,84,18.35,0.23
16,1,3,84,10.72,0.25
16,1,3,59,16.01,0.20
16,1,3,78,27.85,
16,1,3,14,4.66,0.92
16,1,3,75,16.44,0.31
16,1,3,19,0.58,0.23
16,1,3,18,3.15,0.21
16,1,3,14,6.60,0.93
16,1,3,75,12.26,0.47
16,1,4,21,23.28,-0.07
16,1,4,122,35.64,0.75
16,1,4,21,14.19,
16,1,4,22,23.10,0.50
16,1,4,121,16.41,0.45
16,1,4,120,20.22,0.31
16,1,4,117,28.45,0.51
16,1,4,122,17.38,-0.09
16,1,4,121,25.80,0.27
16,1,4,123,32.87,
16,1,4,22,22.33,0.72
16,1,4,123,27.09,
16,1,4,117,15.86,0.51
16,1,4,120,16.96,0.66
16,2,1,100,2.79,0.62
16,2,1,100,5.90,0.29
16,2,1,69,0.38,0.50
16,2,1,70,3.87,1.33
16,2,1,61,5.01,0.52
16,2,1,34,3.22,0.21
16,2,1,70,1.37,0.70
16,2,1,69,3.74,0.78
16,2,1,61,8.21,0.67
16,2,1,73,13.77,0.73
16,2,1,2,10.32,0.75
16,2,2,44,4.01,0.20
16,2,2,88,9.31,0.32
16,2,2,105,2.14,0.03
16,2,2,45,7.48,1.82
16,2,2,38,14.56,0.37
16,2,2,88,0.98,0.43
16,2,2,45,8.15,2.02
16,2,2,105,2.00,0.11
16,2,2,92,16.44,0.55
16,2,2,44,9.76,0.39
16,2,2,38,6.41,0.27
16,2,3,52,8.91,-0.03
16,2,3,80,9.73,0.33
16,2,3,78,4.25,-0.02
16,2,3,15,6.48,0.95
16,2,3,19,2.99,0.41
16,2,3,84,15.18,0.11
16,2,3,84,14.53,-0.02
16,2,3,59,10.31,-0.14
16,2,3,78,10.29,
16,2,3,14,14.34,0.88
16,2,3,59,13.02,
16,2,3,75,22.02,0.34
16,2,3,19,2.61,0.55
16,2,3,18,3.49,0.33
16,2,3,14,12.96,1.00
16,2,3,75,17.44,0.66
16,2,4,21,15.79,-0.73
16,2,4,122,17.29,-0.05
16,2,4,21,,
16,2,4,22,22.87,0.33
16,2,4,121,13.80,0.75
16,2,4,120,21.80,-0.24
16,2,4,117,11.83,-0.29
16,2,4,122,22.62,-0.20
16,2,4,123,14.78,0.95
16,2,4,22,22.79,0.65
16,2,4,123,22.82,
16,2,4,117,18.58,0.62
16,2,4,120,20.00,0.69
16,2,1,100,41.39,0.62
16,2,1,100,,
16,2,1,69,,
16,2,1,70,17.70,1.33
16,2,1,61,7.42,0.52
16,2,1,34,3.22,0.21
16,2,1,70,10.35,0.70
16,2,1,69,30.49,0.78
16,2,1,61,,
16,2,1,73,13.77,0.73
16,2,1,2,8.59,0.75
16,2,2,44,10.15,0.20
16,2,2,88,,
16,2,2,105,11.13,0.03
16,2,2,45,16.21,1.82
16,2,2,38,,
16,2,2,88,,
16,2,2,45,7.93,2.02
16,2,2,105,,
16,2,2,92,8.16,0.55
16,2,2,44,,
16,2,2,38,8.93,0.27
16,2,3,52,4.88,-0.03
16,2,3,80,,
16,2,3,78,,
16,2,3,15,17.10,0.95
16,2,3,19,,
16,2,3,84,29.38,0.11
16,2,3,84,,
16,2,3,59,,
16,2,3,78,19.21,
16,2,3,14,29.36,0.88
16,2,3,59,,
16,2,3,75,,
16,2,3,19,22.71,0.55
16,2,3,18,,
16,2,3,14,10.19,1.00
16,2,3,75,,
16,2,4,21,,
16,2,4,122,,
16,2,4,21,,
16,2,4,22,7.49,0.33
16,2,4,121,18.82,0.75
16,2,4,120,5.40,-0.24
16,2,4,117,29.13,-0.29
16,2,4,122,,
16,2,4,121,,
16,2,4,123,3.58,0.95
16,2,4,22,,
16,2,4,123,,
16,2,4,117,22.39,0.62
16,2,4,120,3.24,0.69
